GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_
"AV VAUTIER, 231, SAO PAULO, SAO PAULO,  - BRASIL","018084195162000063","018","084","195162","00","0063",MO,PRI,"2",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",3810.00,750.00,AV VAUTIER,"231",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5330158","-46,6218605"
"RUA JOHN SPEERS, 2290, SAO PAULO, SAO PAULO,  - BRASIL","233053359424000006","233","053","359424","00","0006",IQ,PQC,"1",S,S,ZPI-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",207.00,150.00,RUA JOHN SPEERS,"2290",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5637517","-46,4563523"
"RUA SIQUEIRA BUENO, 929, SAO PAULO, SAO PAULO,  - BRASIL","029049183377000608","029","049","183377","00","0608",MO,BEL,"1",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2010.00,1695.00,RUA SIQUEIRA BUENO,"929",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5466818","-46,5908863"
"RUA RIO DO FUNIL, 152, SAO PAULO, SAO PAULO,  - BRASIL","140170416410000078","140","170","416410","00","0078",MG,VJA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",233.00,157.00,RUA RIO DO FUNIL,"152",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","-23,5096612","-46,4493004"
"RUA ANTONIO SIMPLICIO, 60, SAO PAULO, SAO PAULO,  - BRASIL","109100737976000041","109","100","737976","00","0041",JT,TRE,"3",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",147.00,167.00,RUA ANTONIO SIMPLICIO,"60",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTR,"2021","-23,4532509","-46,6077925"
"RUA BARRA DO JEQUITAI, 183, SAO PAULO, SAO PAULO,  - BRASIL","059183028657000034","059","183","028657","00","0034",PE,PEN,"2",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",577.00,199.00,RUA BARRA DO JEQUITAI,"183",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5273374","-46,5142945"
"RUA SAPUCAIA, 427, SAO PAULO, SAO PAULO,  - BRASIL","031006178314000074","031","006","178314","00","0074",MO,MOO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",464.00,464.00,RUA SAPUCAIA,"427",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5499397","-46,5923213"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000089","012","080","003964","00","0089",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,117.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA VERA, 74, SAO PAULO, SAO PAULO,  - BRASIL","059047195561000089","059","047","195561","00","0089",PE,PEN,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",620.00,720.00,RUA VERA,"74",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5202733","-46,5157706"
"RUA PALMEIRAS DAS MISSOES, 80, SAO PAULO, SAO PAULO,  - BRASIL","113003153508000047","113","003","153508","00","0047",PE,VMT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",82.00,81.00,RUA PALMEIRAS DAS MISSOES,"80",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5297103","-46,5081023"
"RUA LEANDRO DA CUNHA, 36, SAO PAULO, SAO PAULO,  - BRASIL","111078628948000062","111","078","628948","00","0062",EM,PRA,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",162.00,134.00,RUA LEANDRO DA CUNHA,"36",D,0.00,0.00,,U,,Q,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","-23,5135481","-46,4891408"
"RUA HADDOCK LOBO, 1626, SAO PAULO, SAO PAULO,  - BRASIL","014011085626000102","014","011","085626","00","0102",PI,JDP,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",13693.00,2686.00,RUA HADDOCK LOBO,"1626",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,564503","-46,6688327"
"AV JOAO BARRETO DE MENEZES, 709, SAO PAULO, SAO PAULO,  - BRASIL","089171035858001011","089","171","035858","00","1011",JA,JAB,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",50.00,50.00,AV JOAO BARRETO DE MENEZES,"709",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTR,"2021","-23,6495391","-46,6606461"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000090","012","080","003964","00","0090",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,155.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000094","012","080","003964","00","0094",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,135.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000091","012","080","003964","00","0091",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",109.00,155.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000097","012","080","003964","00","0097",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",178.00,144.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA FREI MAURO TEIXEIRA, , SAO PAULO, SAO PAULO,  - BRASIL","306016137529000013","306","016","137529","00","0013",CV,CVE,"1",S,S,ZER-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,446.00,RUA FREI MAURO TEIXEIRA,,R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTR,"2021","-23,5026952","-46,6477577"
"RUA CARNOT, 202, SAO PAULO, SAO PAULO,  - BRASIL","018084044822000065","018","084","044822","00","0065",MO,PRI,"1",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2280.00,882.00,RUA CARNOT,"202",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5330474","-46,6227687"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000088","012","080","003964","00","0088",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,155.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000100","012","080","003964","00","0100",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,135.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000093","012","080","003964","00","0093",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,117.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA PIXIBAS, 204, SAO PAULO, SAO PAULO,  - BRASIL","067158164046000143","067","158","164046","00","0143",ST,TUC,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,110.00,RUA PIXIBAS,"204",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTR,"2021","-23,4767107","-46,5989856"
"RUA JOSE EUGENIO PADOAN, , SAO PAULO, SAO PAULO,  - BRASIL","094021728810000013","094","021","728810","00","0013",MB,JDS,"2",S,S,ZPDS,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1300.00,RUA JOSE EUGENIO PADOAN,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTR,"2021","-23,7027327","-46,7416082"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000102","012","080","003964","00","0102",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,148.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA RENZO BALDINI, 975, SAO PAULO, SAO PAULO,  - BRASIL","138040306940000149","138","040","306940","00","0149",IQ,ITQ,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",106.00,121.00,RUA RENZO BALDINI,"975",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","-23,5255093","-46,4351166"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000098","012","080","003964","00","0098",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,135.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA JOHN SPEERS, 2300, SAO PAULO, SAO PAULO,  - BRASIL","233053359424000005","233","053","359424","00","0005",IQ,PQC,"1",S,S,ZPI-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",301.00,150.00,RUA JOHN SPEERS,"2300",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","-23,5637781","-46,4563078"
"AV DUQSA DE GOIAS, 571, SAO PAULO, SAO PAULO,  - BRASIL","300052080705000056","300","052","080705","00","0056",BT,MOR,"3",S,S,ZM,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",13011.00,45345.00,AV DUQSA DE GOIAS,"571",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,6132917","-46,7021932"
"RUA MARIO ANCONA, 241, SAO PAULO, SAO PAULO,  - BRASIL","201053295728000104","201","053","295728","00","0104",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",162.00,94.00,RUA MARIO ANCONA,"241",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5946475","-46,7957722"
"RUA ALCACER, 36, SAO PAULO, SAO PAULO,  - BRASIL","059183005380000027","059","183","005380","00","0027",PE,PEN,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",118.00,73.00,RUA ALCACER,"36",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5245703","-46,5151616"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000099","012","080","003964","00","0099",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",112.00,117.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"AV VAUTIER, 203, SAO PAULO, SAO PAULO,  - BRASIL","018084195162000064","018","084","195162","00","0064",MO,PRI,"1",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1745.00,1500.00,AV VAUTIER,"203",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5331692","-46,6219163"
"RUA HEBERT MOSES, 645, SAO PAULO, SAO PAULO,  - BRASIL","123054217719000055","123","054","217719","00","0055",BT,VSO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",122.00,125.00,RUA HEBERT MOSES,"645",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,6037002","-46,7343334"
"RUA S SERGIO, 436, SAO PAULO, SAO PAULO,  - BRASIL","152102180262000103","152","102","180262","00","0103",SM,SMT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",266.00,125.00,RUA S SERGIO,"436",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","-23,6164445","-46,4821945"
"RUA MACAPARANA, 155, SAO PAULO, SAO PAULO,  - BRASIL","118100616591000042","118","100","616591","00","0042",VP,SLU,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",86.00,97.00,RUA MACAPARANA,"155",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,6025244","-46,5351256"
"RUA SANTO HENRIQUE, 916, SAO PAULO, SAO PAULO,  - BRASIL","059138086703000125","059","138","086703","00","0125",PE,PEN,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",303.00,323.00,RUA SANTO HENRIQUE,"916",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5231978","-46,4975016"
"RUA AIMBERE, 1756, SAO PAULO, SAO PAULO,  - BRASIL","012080003964000101","012","080","003964","00","0101",LA,PRD,"4",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,117.00,RUA AIMBERE,"1756",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5442731","-46,6865096"
"RUA VERA, 90, SAO PAULO, SAO PAULO,  - BRASIL","059047195561000088","059","047","195561","00","0088",PE,PEN,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",230.00,480.00,RUA VERA,"90",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5201888","-46,5159022"
"RUA PALMEIRAS DAS MISSOES, 72, SAO PAULO, SAO PAULO,  - BRASIL","113003153508000049","113","003","153508","00","0049",PE,VMT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",89.00,92.00,RUA PALMEIRAS DAS MISSOES,"72",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5296892","-46,5081772"
"RUA PROF GUSTAVO PIRES DE ANDRADE, 869, SAO PAULO, SAO PAULO,  - BRASIL","044106085510000081","044","106","085510","00","0081",VP,VPR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1331.00,901.00,RUA PROF GUSTAVO PIRES DE ANDRADE,"869",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5868046","-46,5753945"
"AV ENG QUEIROS TELES, 1013, SAO PAULO, SAO PAULO,  - BRASIL","160129167282000055","160","129","167282","00","0055",BT,RPE,"1",S,S,ZMa,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",400.00,500.00,AV ENG QUEIROS TELES,"1013",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5714545","-46,7788371"
"RUA MARIO ANCONA, 253, SAO PAULO, SAO PAULO,  - BRASIL","201053295728000107","201","053","295728","00","0107",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,77.00,RUA MARIO ANCONA,"253",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5946828","-46,7957556"
"RUA MARIO ANCONA, 249, SAO PAULO, SAO PAULO,  - BRASIL","201053295728000106","201","053","295728","00","0106",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,92.00,RUA MARIO ANCONA,"249",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5946673","-46,7957708"
"RUA ALCACER, 16, SAO PAULO, SAO PAULO,  - BRASIL","059183005380000033","059","183","005380","00","0033",PE,PEN,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",111.00,69.00,RUA ALCACER,"16",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5245485","-46,5151732"
"RUA ALCACER, 18, SAO PAULO, SAO PAULO,  - BRASIL","059183005380000032","059","183","005380","00","0032",PE,PEN,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",112.00,69.00,RUA ALCACER,"18",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5237358","-46,5153352"
"RUA TIBAES, , SAO PAULO, SAO PAULO,  - BRASIL","306016189294000014","306","016","189294","00","0014",CV,CVE,"1",S,S,ZER-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,493.00,RUA TIBAES,,R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTR,"2021","-23,5038467","-46,6488429"
"AV MARIA SANTANA, 61, SAO PAULO, SAO PAULO,  - BRASIL","140170133442000079","140","170","133442","00","0079",MG,VJA,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",3000.00,11835.00,AV MARIA SANTANA,"61",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","-23,5106634","-46,4504018"
"RUA JUAN ALFONSECA, 47, SAO PAULO, SAO PAULO,  - BRASIL","201053297046000109","201","053","297046","00","0109",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",138.00,101.00,RUA JUAN ALFONSECA,"47",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTR,"2021","-23,5947523","-46,795722"
"RUA MARAPITANAS, 179, SAO PAULO, SAO PAULO,  - BRASIL","060181128791000065","060","181","128791","00","0065",PE,PEN,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",82.00,82.00,RUA MARAPITANAS,"179",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTR,"2021","-23,5203331","-46,5362357"
