GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND 
"RUA GIL DE OLIVEIRA, 500, SAO PAULO, SAO PAULO,  - BRASIL","058086079707000047","058","086","079707","00","0047",PE,VMT,"2",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",192.00,118.00,RUA GIL DE OLIVEIRA,"500",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,"1","2021","-23,5359047","-46,5295941","0"
"RUA GIL DE OLIVEIRA, 462, SAO PAULO, SAO PAULO,  - BRASIL","058086079707000042","058","086","079707","00","0042",PE,VMT,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",127.00,88.00,RUA GIL DE OLIVEIRA,"462",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,"1","2021","-23,5357925","-46,5298287","0"
"RUA GIL DE OLIVEIRA, 458, SAO PAULO, SAO PAULO,  - BRASIL","058086079707000041","058","086","079707","00","0041",PE,VMT,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",107.00,321.00,RUA GIL DE OLIVEIRA,"458",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,"1","2021","-23,5357914","-46,5298783","0"
"RUA GIL DE OLIVEIRA, 482, SAO PAULO, SAO PAULO,  - BRASIL","058086079707000046","058","086","079707","00","0046",PE,VMT,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",144.00,82.00,RUA GIL DE OLIVEIRA,"482",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,"1","2021","-23,5359095","-46,5297694","0"
"RUA GIL DE OLIVEIRA, 478, SAO PAULO, SAO PAULO,  - BRASIL","058086079707000045","058","086","079707","00","0045",PE,VMT,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",132.00,78.00,RUA GIL DE OLIVEIRA,"478",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,"1","2021","-23,5358963","-46,5297852","0"
"RUA GIL DE OLIVEIRA, 474, SAO PAULO, SAO PAULO,  - BRASIL","058086079707000044","058","086","079707","00","0044",PE,VMT,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",129.00,75.00,RUA GIL DE OLIVEIRA,"474",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,"1","2021","-23,5358775","-46,5298214","0"
"RUA GIL DE OLIVEIRA, 470, SAO PAULO, SAO PAULO,  - BRASIL","058086079707000043","058","086","079707","00","0043",PE,VMT,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",122.00,71.00,RUA GIL DE OLIVEIRA,"470",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,"1","2021","-23,5358627","-46,5298354","0"
"AVENIDA JOSE PINHEIRO BORGES, , SAO PAULO, SAO PAULO,  - BRASIL","143083225550000003","143","083","225550","00","0003",IQ,ITQ,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",0.00,6748.00,AVENIDA JOSE PINHEIRO BORGES,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5326001","-46,4505396","0"
"RUA DR AURELIANO BARREIROS, 869, SAO PAULO, SAO PAULO,  - BRASIL","114073098043000035","114","073","098043","00","0035",IQ,ITQ,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",151.00,77.00,RUA DR AURELIANO BARREIROS,"869",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5398495","-46,4487348","0"
"RUA DR AURELIANO BARREIROS, 877, SAO PAULO, SAO PAULO,  - BRASIL","114073098043000031","114","073","098043","00","0031",IQ,ITQ,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",185.00,77.00,RUA DR AURELIANO BARREIROS,"877",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5399318","-46,4487407","0"
"RUA DR AURELIANO BARREIROS, 867, SAO PAULO, SAO PAULO,  - BRASIL","114073098043000034","114","073","098043","00","0034",IQ,ITQ,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",150.00,77.00,RUA DR AURELIANO BARREIROS,"867",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5398358","-46,4487447","0"
"RUA DR AURELIANO BARREIROS, 881, SAO PAULO, SAO PAULO,  - BRASIL","114073098043000032","114","073","098043","00","0032",IQ,ITQ,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",186.00,77.00,RUA DR AURELIANO BARREIROS,"881",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5399375","-46,4486714","0"
"RUA ABEL TAVARES, 2436, SAO PAULO, SAO PAULO,  - BRASIL","131138166340000042","131","138","166340","00","0042",EM,ERM,"2",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",337.00,308.00,RUA ABEL TAVARES,"2436",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,4856634","-46,47799","0"
"RUA DR AURELIANO BARREIROS, 865, SAO PAULO, SAO PAULO,  - BRASIL","114073098043000033","114","073","098043","00","0033",IQ,ITQ,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",151.00,77.00,RUA DR AURELIANO BARREIROS,"865",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5398489","-46,4487986","0"
"RUA PADRE SERAFIM LEITE, 86, SAO PAULO, SAO PAULO,  - BRASIL","131138180084000041","131","138","180084","00","0041",EM,ERM,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",128.00,129.00,RUA PADRE SERAFIM LEITE,"86",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,4853702","-46,4777602","0"
"AVENIDA UM (J.HELENA-GUA), 1564, SAO PAULO, SAO PAULO,  - BRASIL","138109754234000226","138","109","754234","00","0226",IQ,JBO,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",74.00,250.00,AVENIDA UM (J.HELENA-GUA),"1564",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5930876","-46,685821","0"
"AVENIDA RAGUEB CHOHFI, 3221, SAO PAULO, SAO PAULO,  - BRASIL","194013090441000043","194","013","090441","00","0043",SM,IGU,"2",S,S,ZEU,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",327.00,385.00,AVENIDA RAGUEB CHOHFI,"3221",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5958828","-46,4544486","0"
"RUA TASMANIA, 124, SAO PAULO, SAO PAULO,  - BRASIL","095357603007000033","095","357","603007","00","0033",SO,SOC,"1",S,S,ZERA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",580.00,400.00,RUA TASMANIA,"124",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","0","-23,6853749","-46,7152162","0"
"RUA PDE MATEUS DE AGUIAR, 332, SAO PAULO, SAO PAULO,  - BRASIL","164203446963000027","164","203","446963","00","0027",MB,JDA,"1",S,S,ZERA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",523.00,500.00,RUA PDE MATEUS DE AGUIAR,"332",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","0","-23,6900271","-46,7558151","0"
"RUA PDE MATEUS DE AGUIAR, 330, SAO PAULO, SAO PAULO,  - BRASIL","164203446963000028","164","203","446963","00","0028",MB,JDA,"1",S,S,ZERA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",609.00,500.00,RUA PDE MATEUS DE AGUIAR,"330",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","0","-23,6900176","-46,7558087","0"
"RUA RIESE, 135, SAO PAULO, SAO PAULO,  - BRASIL","161147170976000052","161","147","170976","00","0052",AD,PDR,"1",S,S,ZERA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,500.00,RUA RIESE,"135",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","2021","-23,7237152","-46,6372204","0"
"RUA RIESE, 135, SAO PAULO, SAO PAULO,  - BRASIL","161147170976000053","161","147","170976","00","0053",AD,PDR,"1",S,S,ZERA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",330.00,4300.00,RUA RIESE,"135",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","2021","-23,7237152","-46,6372204","0"
"AV SEN JOSE ERMIRIO DE MORAES, 1245, SAO PAULO, SAO PAULO,  - BRASIL","128154109452000524","128","154","109452","00","0524",JT,TRE,"1",S,S,ZERA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2087.00,1486.00,AV SEN JOSE ERMIRIO DE MORAES,"1245",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,"1","2021","-23,445278","-46,6133822","0"
"RUA ANDAQUARA, 305, SAO PAULO, SAO PAULO,  - BRASIL","088300012530000033","088","300","012530","00","0033",SA,CGR,"1",S,S,ZER 1,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",229.00,150.00,RUA ANDAQUARA,"305",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","0","-23,6647777","-46,6940595","0"
"RUA DAS BARCAS, 533, SAO PAULO, SAO PAULO,  - BRASIL","088267028380000174","088","267","028380","00","0174",SA,SAM,"1",S,S,ZER 1,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",365.00,518.00,RUA DAS BARCAS,"533",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","0","-23,6388376","-46,6855614","0"
"RUA ANDAQUARA, 303, SAO PAULO, SAO PAULO,  - BRASIL","088300012530000032","088","300","012530","00","0032",SA,CGR,"1",S,S,ZER 1,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",229.00,150.00,RUA ANDAQUARA,"303",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","0","-23,6647446","-46,6941064","0"
"RUA DAS BARCAS, 521, SAO PAULO, SAO PAULO,  - BRASIL","088267028380000173","088","267","028380","00","0173",SA,SAM,"1",S,S,ZER 1,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",711.00,1535.00,RUA DAS BARCAS,"521",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","0","-23,6388394","-46,685717","0"
"RUA TUIUCUE, 103, SAO PAULO, SAO PAULO,  - BRASIL","046160192058080000","046","160","192058","08","0000",IP,CUR,"2",S,S,ZER 1,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1725.00,RUA TUIUCUE,"103",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","2021","-23,6162302","-46,6232031","1"
"RUA DOUTOR RUBENS DE AZEVEDO MARQUES, 297, SAO PAULO, SAO PAULO,  - BRASIL","090024174840000056","090","024","174840","00","0056",SA,SAM,"1",S,S,ZER 1,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",259.00,700.00,RUA DOUTOR RUBENS DE AZEVEDO MARQUES,"297",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","2021","-23,6426941","-46,6774489","0"
"RUA DOUTOR RUBENS DE AZEVEDO MARQUES, 305, SAO PAULO, SAO PAULO,  - BRASIL","090024174840000057","090","024","174840","00","0057",SA,SAM,"1",S,S,ZER 1,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",334.00,350.00,RUA DOUTOR RUBENS DE AZEVEDO MARQUES,"305",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","2021","-23,6426366","-46,6776501","0"
"RUA PEDRO CAMPANA, 269, SAO PAULO, SAO PAULO,  - BRASIL","039152214213000151","039","152","214213","00","0151",VM,VMN,"1",S,S,ZER 1,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",595.00,807.00,RUA PEDRO CAMPANA,"269",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","2021","-23,5857208","-46,621602","0"
"RUA TINECIRO ICIBACI, , SAO PAULO, SAO PAULO,  - BRASIL","244013372650000004","244","013","372650","00","0004",IQ,JBO,"1",S,S,ZEPAM,"0",,L,"16402","2016",S,ZPDS,"0",,L,"16402","2016",QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",MA,"5",,L,"16050","2014",,"0",,,"0","0",0.00,40000.00,RUA TINECIRO ICIBACI,,,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5883066","-46,4291114","0"
"RUA TINECIRO ICIBACI, , SAO PAULO, SAO PAULO,  - BRASIL","244013372650000003","244","013","372650","00","0003",IQ,JBO,"1",S,S,ZEPAM,"0",,L,"16402","2016",S,ZPDS,"0",,L,"16402","2016",QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",0.00,42971.00,RUA TINECIRO ICIBACI,,,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5883066","-46,4291114","0"
"RUA TINECIRO ICIBACI, , SAO PAULO, SAO PAULO,  - BRASIL","244013372650000002","244","013","372650","00","0002",IQ,JBO,"1",S,S,ZEPAM,"0",,L,"16402","2016",S,ZPDS,"0",,L,"16402","2016",QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",0.00,42971.00,RUA TINECIRO ICIBACI,,,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5883066","-46,4291114","0"
"AV MIGUEL ESTEFNO, , SAO PAULO, SAO PAULO,  - BRASIL","158011139157000004","158","011","139157","00","0004",JA,CUR,"1",S,S,ZEP,"0",,L,"16402","2016",S,QA,"13",,L,"16402","2016",MA,"7",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,39500.00,AV MIGUEL ESTEFNO,,D,0.00,0.00,,R,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"1","2021","-23,6384468","-46,6273644","0"
"RUA EUDORO LEMOS DE OLIVEIRA, 117, SAO PAULO, SAO PAULO,  - BRASIL","073266248770040000","073","266","248770","04","0000",ST,STN,E,S,S,ZEMP,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2183.00,RUA EUDORO LEMOS DE OLIVEIRA,"117",R,0.00,0.00,,U,,S,,SAO PAULO,SAO PAULO,BRASIL,NORTE,"1","2021","-23,5024788","-46,6380758","1"
"AV RIO BRANCO, 1661, SAO PAULO, SAO PAULO,  - BRASIL","008007171158030000","008","007","171158","03","0000",SE,SCE,"1",S,S,ZEM,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2064.00,AV RIO BRANCO,"1661",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,"1","2021","-23,5300362","-46,6475687","1"
"RUA AMARAL GURGEL, 489, SAO PAULO, SAO PAULO,  - BRASIL","007081009890130000","007","081","009890","13","0000",SE,REP,"1",S,S,ZEM,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,589.00,RUA AMARAL GURGEL,"489",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,"1","2021","-23,5461091","-46,6476495","1"
"RUA DOS ESTUDANTES, 357, SAO PAULO, SAO PAULO,  - BRASIL","005046067083190000","005","046","067083","19","0000",SE,SEE,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1082.00,RUA DOS ESTUDANTES,"357",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,"1","2021","-23,5552478","-46,6316718","1"
"AVENIDA APARECIDA DO RIO NEGRO, 553, SAO PAULO, SAO PAULO,  - BRASIL","078532168386000008","078","532","168386","00","0008",PJ,PIR,"2",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,5166.00,AVENIDA APARECIDA DO RIO NEGRO,"553",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,5014793","-46,7209784","0"
"AVENIDA APARECIDA DO RIO NEGRO, 334, SAO PAULO, SAO PAULO,  - BRASIL","078529519227000007","078","529","519227","00","0007",PJ,PIR,"2",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4345.00,AVENIDA APARECIDA DO RIO NEGRO,"334",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,5001364","-46,7195039","0"
"AVENIDA APARECIDA DO RIO NEGRO, 492, SAO PAULO, SAO PAULO,  - BRASIL","078529519227000003","078","529","519227","00","0003",PJ,PIR,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4525.00,AVENIDA APARECIDA DO RIO NEGRO,"492",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,5011381","-46,721051","0"
"AVENIDA APARECIDA DO RIO NEGRO, 266, SAO PAULO, SAO PAULO,  - BRASIL","078531519227000005","078","531","519227","00","0005",PJ,PIR,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4725.00,AVENIDA APARECIDA DO RIO NEGRO,"266",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,501214","-46,718038","0"
"AVENIDA APARECIDA DO RIO NEGRO, 538, SAO PAULO, SAO PAULO,  - BRASIL","078529519227000002","078","529","519227","00","0002",PJ,PIR,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4515.00,AVENIDA APARECIDA DO RIO NEGRO,"538",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,5016045","-46,7213375","0"
"RUA DOM JOSE MARCONDES, 244, SAO PAULO, SAO PAULO,  - BRASIL","107290110612010000","107","290","110612","01","0000",FO,BRL,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2115.00,RUA DOM JOSE MARCONDES,"244",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,4725944","-46,6748534","1"
"AVENIDA APARECIDA DO RIO NEGRO, 345, SAO PAULO, SAO PAULO,  - BRASIL","078532519227000004","078","532","519227","00","0004",PJ,PIR,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2682.00,AVENIDA APARECIDA DO RIO NEGRO,"345",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,5005581","-46,7187404","0"
"AVENIDA APARECIDA DO RIO NEGRO, 272, SAO PAULO, SAO PAULO,  - BRASIL","078531519227000008","078","531","519227","00","0008",PJ,PIR,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4761.00,AVENIDA APARECIDA DO RIO NEGRO,"272",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,501214","-46,718038","0"
"AVENIDA APARECIDA DO RIO NEGRO, 270, SAO PAULO, SAO PAULO,  - BRASIL","078531519227000007","078","531","519227","00","0007",PJ,PIR,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4583.00,AVENIDA APARECIDA DO RIO NEGRO,"270",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,501214","-46,718038","0"
"AVENIDA APARECIDA DO RIO NEGRO, 264, SAO PAULO, SAO PAULO,  - BRASIL","078531519227000004","078","531","519227","00","0004",PJ,PIR,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,5517.00,AVENIDA APARECIDA DO RIO NEGRO,"264",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,5009515","-46,7178037","0"
"AVENIDA APARECIDA DO RIO NEGRO, 2150, SAO PAULO, SAO PAULO,  - BRASIL","078532519227000002","078","532","519227","00","0002",PJ,PIR,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4375.00,AVENIDA APARECIDA DO RIO NEGRO,"2150",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"1","0","-23,5012537","-46,7205435","0"
