GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_M,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND
"RUA ROSARIA ABATEPAULO SANTORO, 69,
SAO PAULO, SAO PAULO - BRASIL","148257211362000047","148","257","2113","00","0047",AR,VFO,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",63.00,66.00,RUA ROSARIA ABATEPAULO SANTORO,"69",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,,"2021","-23,581634","-46,5270453","0"
"RUA ROSARIA ABATEPAULO SANTORO, 73,
SAO PAULO, SAO PAULO - BRASIL","148257211362000048","148","257","2113","00","0048",AR,VFO,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",64.00,65.00,RUA ROSARIA ABATEPAULO SANTORO,"73",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,,"2021","-23,5815606","-46,5272353","0"
"RUA ROSARIA ABATEPAULO SANTORO, 75,
SAO PAULO, SAO PAULO - BRASIL","148257211362000049","148","257","2113","00","0049",AR,VFO,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",63.00,90.00,RUA ROSARIA ABATEPAULO SANTORO,"75",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,,"2021","-23,5815464","-46,527275","0"
"RUA MARIO SAMMARCO, 232, SAO PAULO, SAO PAULO - BRASIL","192197450634000023","192","197","4506","00","0023",IT,IPA,"1",S,S,"99","0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",250.00,129.00,RUA MARIO SAMMARCO,"232",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5103999","-46,3805227","0"
"RUA MARIO SAMMARCO, 224, SAO PAULO, SAO PAULO - BRASIL","192197450634000024","192","197","4506","00","0024",IT,IPA,"1",S,S,"99","0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",260.00,130.00,RUA MARIO SAMMARCO,"224",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5103737","-46,3804477","0"
"RUA MARIO SAMMARCO, 10, SAO PAULO, SAO PAULO - BRASIL","192197450634000025","192","197","4506","00","0025",IT,IPA,"1",S,S,"99","0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",123.00,220.00,RUA MARIO SAMMARCO,"10",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5109645","-46,3791922","0"
"RUA MARIO SAMMARCO, 8, SAO PAULO, SAO PAULO - BRASIL","192197450634000026","192","197","4506","00","0026",IT,IPA,"1",S,S,"99","0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",128.00,250.00,RUA MARIO SAMMARCO,"8",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5110299","-46,3791351","0"
"RUA MARIO SAMMARCO, 6, SAO PAULO, SAO PAULO - BRASIL","192197450634000027","192","197","4506","00","0027",IT,IPA,"1",S,S,"99","0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",240.00,134.00,RUA MARIO SAMMARCO,"6",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5110867","-46,3791601","0"
"RUA MARIO SAMMARCO, 4, SAO PAULO, SAO PAULO - BRASIL","192197450634000028","192","197","4506","00","0028",IT,IPA,"1",S,S,"99","0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",260.00,132.00,RUA MARIO SAMMARCO,"4",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5110983","-46,3791471","0"
"RUA MARIO SAMMARCO, 2, SAO PAULO, SAO PAULO - BRASIL","192197450634000029","192","197","4506","00","0029",IT,IPA,"2",S,S,"99","0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",260.00,130.00,RUA MARIO SAMMARCO,"2",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5111266","-46,3790132","0"
"RUA MARCIANO CARNEIRO, 110, SAO PAULO, SAO PAULO - BRASIL","198095737950000041","198","095","7379","00","0041",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",532.00,520.00,RUA MARCIANO CARNEIRO,"110",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,4535254","-46,5916667","0"
"RUA MARCIANO CARNEIRO, 110, SAO PAULO, SAO PAULO - BRASIL","198095737950000042","198","095","7379","00","0042",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",532.00,520.00,RUA MARCIANO CARNEIRO,"110",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,4535254","-46,5916667","0"
"RUA MARCIANO CARNEIRO, 110, SAO PAULO, SAO PAULO - BRASIL","198095737950000043","198","095","7379","00","0043",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",532.00,520.00,RUA MARCIANO CARNEIRO,"110",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,4535254","-46,5916667","0"
"RUA MARCIANO CARNEIRO, 110, SAO PAULO, SAO PAULO - BRASIL","198095737950000044","198","095","7379","00","0044",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",532.00,520.00,RUA MARCIANO CARNEIRO,"110",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,4535254","-46,5916667","0"
"RUA ALFREDO RICCI, 160, SAO PAULO, SAO PAULO - BRASIL","230085359556000781","230","085","3595","00","0781",IQ,JBO,"2",S,S,ZMIS,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",860.00,3243.00,RUA ALFREDO RICCI,"160",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5425968","-46,435511","0"
"RUA PAUL GARFUNKEL, 195, SAO PAULO, SAO PAULO - BRASIL","232023290203000090","232","023","2902","00","0090",IQ,PQC,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",195.00,138.00,RUA PAUL GARFUNKEL,"195",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5650189","-46,4588641","0"
"RUA PAUL GARFUNKEL, 197, SAO PAULO, SAO PAULO - BRASIL","232023290203000091","232","023","2902","00","0091",IQ,PQC,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",195.00,138.00,RUA PAUL GARFUNKEL,"197",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5649633","-46,4587775","0"
"AVENIDA ANTONIO RICARDO DA SILVA, 303, SAO PAULO, SAO PAULO - BRASIL","232041293881001133","232","041","2938","00","1133",IQ,PQC,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",208.00,150.00,AVENIDA ANTONIO RICARDO DA SILVA,"303",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5642484","-46,4643276","0"
"AVENIDA ANTONIO RICARDO DA SILVA, 301, SAO PAULO, SAO PAULO - BRASIL","232041293881001134","232","041","2938","00","1134",IQ,PQC,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,150.00,AVENIDA ANTONIO RICARDO DA SILVA,"301",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5642921","-46,4643463","0"
"RUA VICTORIO SANTIM, 2961, SAO PAULO, SAO PAULO - BRASIL","233039096245000011","233","039","0962","00","0011",IQ,PQC,"1",S,S,ZPI-1,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",11131.00,7001.00,RUA VICTORIO SANTIM,"2961",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5602152","-46,4497817","0"
"RUA IOSOSUKE OKAUE, 911, SAO PAULO, SAO PAULO - BRASIL","240030363960000001","240","030","3639","00","0001",SM,PQC,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",565.00,8887.00,RUA IOSOSUKE OKAUE,"911",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5778007","-46,4527931","0"
"RUA IOSOSUKE OKAUE, 968, SAO PAULO, SAO PAULO - BRASIL","240030363960000002","240","030","3639","00","0002",SM,PQC,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,3492.00,RUA IOSOSUKE OKAUE,"968",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5780576","-46,4529557","0"
"RUA IOSOSUKE OKAUE, 911, SAO PAULO, SAO PAULO - BRASIL","240030363960000003","240","030","3639","00","0003",SM,PQC,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",640.00,51011.00,RUA IOSOSUKE OKAUE,"911",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5778007","-46,4527931","0"
"RUA SHO YOSHIOKA, 250, SAO PAULO, SAO PAULO - BRASIL","242003477311000001","242","003","4773","00","0001",IQ,PQC,"2",S,S,ZPI-2,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",137.00,5798.00,RUA SHO YOSHIOKA,"250",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,,"2021","-23,5750903","-46,4455639","0"
"RUA LAGOA DOURADA, 28, SAO PAULO, SAO PAULO - BRASIL","265029532878000001","265","029","5328","00","0001",PA,PLH,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",199.00,1893.00,RUA LAGOA DOURADA,"28",,0.00,0.00,,U,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5124208","-46,4050587","0"
", , SAO PAULO, SAO PAULO - BRASIL","269007531235000001","269","007","5312","00","0001",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269007531235000002","269","007","5312","00","0002",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269007531235000003","269","007","5312","00","0003",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269007531235000004","269","007","5312","00","0004",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000001","269","009","2519","00","0001",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000002","269","009","2519","00","0002",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000003","269","009","2519","00","0003",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000004","269","009","2519","00","0004",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000005","269","009","2519","00","0005",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000006","269","009","2519","00","0006",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000007","269","009","2519","00","0007",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000008","269","009","2519","00","0008",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000009","269","009","2519","00","0009",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009251968000010","269","009","2519","00","0010",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","269009531243000012","269","009","5312","00","0012",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,0.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012531227000002","270","012","5312","00","0002",SO,GRA,"2",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",147.00,1195.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012251968000003","270","012","2519","00","0003",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",243.00,1101.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012531227000004","270","012","5312","00","0004",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",151.00,1002.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012251968000005","270","012","2519","00","0005",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",99.00,1098.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012531227000006","270","012","5312","00","0006",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1129.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012251968000007","270","012","2519","00","0007",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",199.00,1089.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012531227000008","270","012","5312","00","0008",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",142.00,1252.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012251968000009","270","012","2519","00","0009",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1077.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012531227000010","270","012","5312","00","0010",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1334.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012251968000011","270","012","2519","00","0011",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1068.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012531227000012","270","012","5312","00","0012",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1181.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
", , SAO PAULO, SAO PAULO - BRASIL","270012251968000013","270","012","2519","00","0013",SO,GRA,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1044.00,,,,0.00,0.00,,,,,LOTE NAO LOCALIZADO POR FALTA DE CROQUI FISCAL ATUALIZADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,,"2021","-23,5557714","-46,6395571","0"
