GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_M,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND
"RUA CONS BROTERO, 464, SAO PAULO, SAO PAULO - BRASIL","020039036749000121","020","039","0367","00","0121",SE,SCE,"1",S,S,ZEM,"0",,R,"4","2018",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",115.00,412.00,RUA CONS BROTERO,"464",R,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","-23,5307359","-46,6579682","0"
"RUA FRANCISCO ESTACIO FORTES, 153, SAO PAULO, SAO PAULO - BRASIL","020059074330000078","020","059","0743","00","0078",SE,SCE,"1",S,S,ZEU,"0",,,"0","0",S,ZEPEC,"0",,,"0","0",QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",226.00,284.00,RUA FRANCISCO ESTACIO FORTES,"153",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","-23,5330545","-46,6608592","0"
"RUA AZEVEDO MARQUES , 63, SAO PAULO, SAO PAULO - BRASIL","020064026700001137","020","064","0267","00","1137",SE,SCE,"1",S,S,ZEM,"0",,R,"4","2018",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",645.00,645.00,RUA AZEVEDO MARQUES,"63",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","-23,5340715","-46,657013","0"
"AVENIDA PACAEMBU, 1393, SAO PAULO, SAO PAULO - BRASIL","020085152706000080","020","085","1527","00","0080",SE,CON,"1",S,S,ZCOR-2,"0",,,"0","0",S,ZEPEC,"0",,,"0","0",QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",253.00,770.00,AVENIDA PACAEMBU,"1393",R,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","-23,5383671","-46,663693","0"
"RUA DOUTOR VEIGA FILHO, 52, SAO PAULO, SAO PAULO - BRASIL","020091195235000821","020","091","1952","00","0821",SE,SCE,"5",S,S,ZC,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,98.00,RUA DOUTOR VEIGA FILHO,"52",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","-23,5413173","-46,6562793","0"
"RUA DOUTOR HOMEM DE MELO, 1011, SAO PAULO, SAO PAULO - BRASIL","021102088110000215","021","102","0881","00","0215",LA,PRD,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,804.00,RUA DOUTOR HOMEM DE MELO,"1011",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5338511","-46,6735991","0"
"RUA BRESSER, 704, SAO PAULO, SAO PAULO - BRASIL","025038036536000082","025","038","0365","00","0082",MO,BRS,"1",S,S,ZDE-1,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",3123.00,1636.00,RUA BRESSER,"704",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5365796","-46,6093492","0"
"RUA DR JOAO ALVES DE LIMA, 228, SAO PAULO, SAO PAULO - BRASIL","025068101265000166","025","068","1012","00","0166",MO,BRS,"3",S,S,ZDE-1,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",5312.00,3009.00,RUA DR JOAO ALVES DE LIMA,"228",R,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5422834","-46,6091224","0"
"RUA RODRIGUES DOS SANTOS, 190, SAO PAULO, SAO PAULO - BRASIL","025081173185000026","025","081","1731","00","0026",MO,BRS,"2",S,S,ZDE-1,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",11692.00,2902.00,RUA RODRIGUES DOS SANTOS,"190",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5384371","-46,6204232","0"
"RUA DR CARLOS GUIMARAES, 105, SAO PAULO, SAO PAULO - BRASIL","026025043745000121","026","025","0437","00","0121",MO,BEL,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",440.00,440.00,RUA DR CARLOS GUIMARAES,"105",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5374163","-46,6012287","0"
"RUA STA RITA, 67, SAO PAULO, SAO PAULO - BRASIL","026075171808000110","026","075","1718","00","0110",MO,PRI,"1",S,S,ZDE-1,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",600.00,880.00,RUA STA RITA,"67",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5331246","-46,6123085","0"
"RUA SIQUEIRA BUENO, 668, SAO PAULO, SAO PAULO - BRASIL","027079183377000752","027","079","1833","00","0752",MO,MOO,"2",S,S,ZEIS-3,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,43998.00,RUA SIQUEIRA BUENO,"668",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5450079","-46,5931941","0"
"RUA SIQUEIRA BUENO, 670, SAO PAULO, SAO PAULO - BRASIL","027079183377000753","027","079","1833","00","0753",MO,MOO,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,4510.00,RUA SIQUEIRA BUENO,"670",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5452241","-46,5930216","0"
"RUA MARINA CRESPI, 33, SAO PAULO, SAO PAULO - BRASIL","028024134228000481","028","024","1342","00","0481",MO,MOO,"1",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",508.00,592.00,RUA MARINA CRESPI,"33",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5554943","-46,6040918","0"
"RUA TAMARATACA, 127, SAO PAULO, SAO PAULO - BRASIL","032035186252000118","032","035","1862","00","0118",MO,MOO,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",5953.00,1586.00,RUA TAMARATACA,"127",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5642072","-46,5916463","0"
"AVENIDA HENRY FORD, 386, SAO PAULO, SAO PAULO - BRASIL","032105087203000057","032","105","0872","00","0057",MO,MOO,"1",S,S,ZPI-1,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",5893.00,5474.00,AVENIDA HENRY FORD,"386",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5699675","-46,6013613","0"
"AVENIDA DA LIBERDADE, 800, SAO PAULO, SAO PAULO - BRASIL","033006118184000456","033","006","1181","00","0456",SE,LIB,"3",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1071.00,AVENIDA DA LIBERDADE,"800",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","-23,559648","-46,637978","0"
"RUA MUNIZ DE SOUSA, 161, SAO PAULO, SAO PAULO - BRASIL","034009143170000396","034","009","1431","00","0396",SE,LIB,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",520.00,710.00,RUA MUNIZ DE SOUSA,"161",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","-23,5648185","-46,6244534","0"
"RUA OUVID PORTUGAL, 818, SAO PAULO, SAO PAULO - BRASIL","035061165417000174","035","061","1654","00","0174",IP,IPI,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",88.00,72.00,RUA OUVID PORTUGAL,"818",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5744583","-46,6119621","0"
"RUA OUVID PORTUGAL , 814, SAO PAULO, SAO PAULO - BRASIL","035061165417000175","035","061","1654","00","0175",IP,IPI,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",88.00,70.00,RUA OUVID PORTUGAL,"814",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5744615","-46,6119602","0"
"RUA OUVID PORTUGAL, 810, SAO PAULO, SAO PAULO - BRASIL","035061165417000176","035","061","1654","00","0176",IP,IPI,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",83.00,65.00,RUA OUVID PORTUGAL,"810",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5744567","-46,6119631","0"
"RUA OUVID PORTUGAL, 808, SAO PAULO, SAO PAULO - BRASIL","035061165417000177","035","061","1654","00","0177",IP,IPI,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",82.00,64.00,RUA OUVID PORTUGAL,"808",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,574438","-46,6119865","0"
"RUA AFONSO DE FREITAS, 330, SAO PAULO, SAO PAULO - BRASIL","036040002712000396","036","040","0027","00","0396",VM,VMN,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,741.00,RUA AFONSO DE FREITAS,"330",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5754166","-46,645261","0"
"RUA DR JOAO BORGES FILHO, 6, SAO PAULO, SAO PAULO - BRASIL","036101101818000319","036","101","1018","00","0319",VM,MOE,"2",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2000.00,RUA DR JOAO BORGES FILHO,"6",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5859263","-46,6707407","0"
"RUA MARSELHESA, 29, SAO PAULO, SAO PAULO - BRASIL","037052135801000163","037","052","1358","00","0163",VM,VMN,"2",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",5096.00,1154.00,RUA MARSELHESA,"29",R,0.00,0.00,,U,,,LOTE CANCELADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5924255","-46,6406862","0"
"RUA BONITOS, 75, SAO PAULO, SAO PAULO - BRASIL","039080034789000731","039","080","0347","00","0731",VM,VMN,"5",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,526.00,RUA BONITOS,"75",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5893467","-46,6308093","0"
"RUA LUIS MOLINA, 105, SAO PAULO, SAO PAULO - BRASIL","039168239976000372","039","168","2399","00","0372",VM,VMN,"3",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2076.00,2032.00,RUA LUIS MOLINA,"105",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5905461","-46,623545","0"
"RUA DOMINGOS AUGUSTO SETTI, 257, SAO PAULO, SAO PAULO - BRASIL","039184413992000083","039","184","4139","00","0083",VM,VMN,"3",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2750.00,RUA DOMINGOS AUGUSTO SETTI,"257",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5938465","-46,6262843","0"
"RUA DOMINGOS AUGUSTO SETTI, 111, SAO PAULO, SAO PAULO - BRASIL","039185413992000192","039","185","4139","00","0192",VM,VMN,"2",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1557.00,RUA DOMINGOS AUGUSTO SETTI,"111",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5934993","-46,6275495","0"
"RUA CIPRIANO BARATA, 2413, SAO PAULO, SAO PAULO - BRASIL","040121049638000081","040","121","0496","00","0081",IP,IPI,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",660.00,680.00,RUA CIPRIANO BARATA,"2413",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5910178","-46,6048083","0"
"RUA STA AURELIA, 224, SAO PAULO, SAO PAULO - BRASIL","040212025747000028","040","212","0257","00","0028",IP,IPI,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",132.00,104.00,RUA STA AURELIA,"224",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,593684","-46,6189824","0"
"RUA STA AURELIA, 220, SAO PAULO, SAO PAULO - BRASIL","040212025747000029","040","212","0257","00","0029",IP,IPI,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",132.00,105.00,RUA STA AURELIA,"220",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5936679","-46,6189912","0"
"RUA AFONSO BRAZ, 817, SAO PAULO, SAO PAULO - BRASIL","041029002615000961","041","029","0026","00","0961",VM,MOE,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1359.00,RUA AFONSO BRAZ,"817",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5953203","-46,671725","0"
"AVENIDA PROF ASCENDINO REIS, 1266, SAO PAULO, SAO PAULO - BRASIL","041093023949000030","041","093","0239","00","0030",VM,MOE,"1",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1602.00,AVENIDA PROF ASCENDINO REIS,"1266",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6005438","-46,6536291","0"
"AVENIDA PROF ASCENDINO REIS, 1350, SAO PAULO, SAO PAULO - BRASIL","041093023949000031","041","093","0239","00","0031",VM,MOE,"1",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,5325.00,AVENIDA PROF ASCENDINO REIS,"1350",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6008584","-46,6541453","0"
"AVENIDA IBIRAPUERA, 1863, SAO PAULO, SAO PAULO - BRASIL","041126089443000094","041","126","0894","00","0094",VM,MOE,"2",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2010.00,AVENIDA IBIRAPUERA,"1863",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6013222","-46,6598703","0"
"AVENIDA CHIBARAS, 75, SAO PAULO, SAO PAULO - BRASIL","041126048828000095","041","126","0488","00","0095",VM,MOE,"3",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1784.00,AVENIDA CHIBARAS,"75",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6019715","-46,6597095","0"
"AVENIDA DOS BANDEIRANTES, 2521, SAO PAULO, SAO PAULO - BRASIL","041276191000000055","041","276","1910","00","0055",VM,MOE,"2",S,S,ZCOR-3,"0",,,"0","0",S,ZER-1,"0",,,"0","0",QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",2084.00,1397.00,AVENIDA DOS BANDEIRANTES,"2521",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6109094","-46,6742709","0"
"RUA LOEFGREN, 373, SAO PAULO, SAO PAULO - BRASIL","042116119580000353","042","116","1195","00","0353",VM,SAU,"2",S,S,ZC,"0",,,"0","0",S,ZM,"0",,,"0","0",QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",238.00,428.00,RUA LOEFGREN,"373",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5998922","-46,6292262","0"
"RUA ANATOLE FRANCE, 107, SAO PAULO, SAO PAULO - BRASIL","043137012360000086","043","137","0123","00","0086",IP,SAC,"1",S,S,ZEUP,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",176.00,185.00,RUA ANATOLE FRANCE,"107",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6063925","-46,6034518","0"
"RUA ANATOLE FRANCE, 103, SAO PAULO, SAO PAULO - BRASIL","043137012360000087","043","137","0123","00","0087",IP,SAC,"1",S,S,ZEUP,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,256.00,RUA ANATOLE FRANCE,"103",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,606388","-46,6034354","0"
"RUA VERGUEIRO, 7398, SAO PAULO, SAO PAULO - BRASIL","043172195839000287","043","172","1958","00","0287",IP,CUR,"2",S,S,ZC,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",577.00,483.00,RUA VERGUEIRO,"7398",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6092711","-46,6112946","0"
"RUA BELGRADO, 554, SAO PAULO, SAO PAULO - BRASIL","043208030848000034","043","208","0308","00","0034",IP,SAC,"1",S,S,ZEUP,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",143.00,122.00,RUA BELGRADO,"554",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6116072","-46,6059573","0"
"RUA BELGRADO, 550, SAO PAULO, SAO PAULO - BRASIL","043208030848000035","043","208","0308","00","0035",IP,SAC,"1",S,S,ZEUP,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",143.00,122.00,RUA BELGRADO,"550",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6116447","-46,6059176","0"
"AVENIDA CHIBARAS, 950, SAO PAULO, SAO PAULO - BRASIL","045069048828000071","045","069","0488","00","0071",VM,MOE,"2",S,S,ZEUP,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",741.00,600.00,AVENIDA CHIBARAS,"950",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6074608","-46,653543","0"
"RUA LUCINDA FERREIRA, 193, SAO PAULO, SAO PAULO - BRASIL","046008121053000053","046","008","1210","00","0053",IP,CUR,"2",S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1913.00,RUA LUCINDA FERREIRA,"193",R,0.00,0.00,,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5998164","-46,6177317","0"
"RUA BRENO FERRAZ DO AMARAL, 62, SAO PAULO, SAO PAULO - BRASIL","046176036501000021","046","176","0365","00","0021",IP,CUR,"1",S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",142.00,80.00,RUA BRENO FERRAZ DO AMARAL,"62",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5995758","-46,6224193","0"
"RUA BRENO FERRAZ DO AMARAL, 60, SAO PAULO, SAO PAULO - BRASIL","046176036501000022","046","176","0365","00","0022",IP,CUR,"1",S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",142.00,80.00,RUA BRENO FERRAZ DO AMARAL,"60",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5995943","-46,6224328","0"
